소분류,세부분류,업체명,주소,전화번호,사업자등록일,업데이트일,정제주소
일반음식점,분식,솔만두 인천스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 지상3층 일부(잇스퀘어 SHOP#1)호 (동춘동) ", ,2025-06-27,2025-06-29 04:11:36,인천광역시 연수구 청능대로 210 스퀘어원 지상3층 (잇스퀘어 SHOP#1)호 (동춘동)
일반음식점,한식,밤새,"인천광역시 부평구 동수로 37, 장원빌딩, 1층 일부 (부평동) ", ,2025-06-27,2025-06-29 04:11:29,인천광역시 부평구 동수로 37 장원빌딩/1층 (부평동)
일반음식점,기타,카페1010(CAFE1010),"인천광역시 동구 우각로 5, 1층 (창영동) ",070-7770-1516 ,2025-06-27,2025-06-29 04:11:29,인천광역시 동구 우각로 5/1층 (창영동)
일반음식점,한식,박가네 명가순두부 부평점,"인천광역시 부평구 부평대로71번길 10-13, 1층 일부 (부평동) ", ,2025-06-27,2025-06-29 04:11:14,인천광역시 부평구 부평대로71번길 10-13/1층 (부평동)
일반음식점,기타,고래식당,"인천광역시 중구 축항대로69번길 20, A동 2층 205호 (항동7가) ", ,2025-06-27,2025-06-29 04:11:12,인천광역시 중구 축항대로69번길 20 A동 2층 205호 (항동7가)
일반음식점,기타,몽땅풀,"인천광역시 중구 화랑목로100번길 59, 1층 104호 (운서동) ", ,2025-06-27,2025-06-29 04:11:12,인천광역시 중구 화랑목로100번길 59/1층 104호 (운서동)
일반음식점,호프/통닭,1번지 통닭,"인천광역시 중구 흰바위로 228, 1층 106호 (운남동) ", ,2025-06-27,2025-06-29 04:11:12,인천광역시 중구 흰바위로 228/1층 106호 (운남동)
일반음식점,중국식,차알 인천공항제1터미널점,"인천광역시 중구 공항로 272, 인천공항1터미널 일반동 4층 (운서동) ",032-743-6673 ,2025-06-27,2025-07-10 04:12:34,인천광역시 중구 공항로 272 인천공항1터미널 일반동 4층 (운서동)
일반음식점,기타,(주)아워홈T1점[4F 푸드엠파이어 WEST 남산왕돈까스],"인천광역시 중구 공항로 272, 인천공항1터미널 일반동 4층 (운서동) ",032-743-6673 ,2025-06-27,2025-07-10 04:12:34,인천광역시 중구 공항로 272 인천공항1터미널 일반동 4층 (운서동)
일반음식점,기타,트리플에이커피&바른푸드랩,"인천광역시 서구 완정로 37, 2층 일부호 (마전동) ", ,2025-06-27,2025-06-29 04:11:11,인천광역시 서구 완정로 37/2층 (마전동)
일반음식점,"외국음식전문점(인도,태국등)",베트남식당 TUAN DO QUAY,"인천광역시 서구 거북로 121, 1층 (석남동) ", ,2025-06-27,2025-06-29 04:11:11,인천광역시 서구 거북로 121/1층 (석남동)
일반음식점,한식,명가 닭칼도리,"인천광역시 미추홀구 석정로 470, 1층 101호 (주안동, 제이카운티) ", ,2025-06-27,2025-06-29 04:11:11,인천광역시 미추홀구 석정로 470/1층 101호 (주안동 제이카운티)
일반음식점,한식,명가,인천광역시 서구 오류동 1620-1 관리동 , ,2025-06-27,2025-06-29 04:11:07,인천광역시 서구 오류동 1620-1 관리동
일반음식점,일식,유정상 초밥 부평직영점,"인천광역시 부평구 부흥로327번길 30, 1층 일부 (부평동) ", ,2025-06-26,2025-06-28 04:11:22,인천광역시 부평구 부흥로327번길 30/1층 (부평동)
일반음식점,기타,색조화_아지트(azit)(부평점),"인천광역시 부평구 길주남로125번길 24, 덕일빌딩 2층 (부개동) ", ,2025-06-26,2025-06-28 04:11:22,인천광역시 부평구 길주남로125번길 24 덕일빌딩 2층 (부개동)
일반음식점,기타,에브리띵,"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 지상1층 일부호 (송도동) ", ,2025-06-26,2025-06-28 04:11:20,인천광역시 연수구 송도국제대로 123 현대프리미엄 아울렛 송도점 지상1층 (송도동)
일반음식점,횟집,골목횟집2,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 지상1층 113,114호 (송도동) ", ,2025-06-26,2025-06-28 04:11:19,인천광역시 연수구 인천타워대로132번길 9 롯데몰 송도 캐슬파크 지상1층 113/114호 (송도동)
일반음식점,기타,로스핫도그,"인천광역시 연수구 청능대로 210, 스퀘어원 3층 일부호 (동춘동) ", ,2025-06-26,2025-06-28 04:11:11,인천광역시 연수구 청능대로 210 스퀘어원 3층 (동춘동)
일반음식점,"외국음식전문점(인도,태국등)",베쉬바르막(BESHBARMAK),"인천광역시 연수구 함박로 74-1, 지상1층 일부호 (연수동) ", ,2025-06-26,2025-06-28 04:11:11,인천광역시 연수구 함박로 74-1 지상1층 (연수동)
일반음식점,감성주점,야 실내포차,"인천광역시 연수구 샘말로 67-2, 지상1층 일부호 (연수동) ", ,2025-06-26,2025-06-28 04:11:11,인천광역시 연수구 샘말로 67-2 지상1층 (연수동)
일반음식점,기타,훅트포케 송도국제업무지구역점,"인천광역시 연수구 워터프런트로 150, 더샵 송도 아크베이 301동 301-230호 (송도동, 더샵 송도 아크베이) ", ,2025-06-26,2025-06-28 04:11:11,인천광역시 연수구 워터프런트로 150 더샵 송도 아크베이 301동 301-230호 (송도동 더샵 송도 아크베이)
일반음식점,호프/통닭,원조옛날통닭 숭의점,"인천광역시 미추홀구 제물량로24번길 51, 솔루나 1층 108호 (숭의동) ", ,2025-06-26,2025-07-04 04:12:50,인천광역시 미추홀구 제물량로24번길 51 솔루나 1층 108호 (숭의동)
일반음식점,한식,황소부대찌개,"인천광역시 남동구 논고개로 73, 1층 106호 (논현동) ", ,2025-06-26,2025-06-28 04:11:01,인천광역시 남동구 논고개로 73/1층 106호 (논현동)
일반음식점,분식,동서남북 컴퍼니,"인천광역시 서구 청라한내로100번길 10, 청라 큐브시그니처 1차 오피스텔 213호 일부 (청라동) ", ,2025-06-26,2025-06-28 04:10:47,인천광역시 서구 청라한내로100번길 10 청라 큐브시그니처 1차 오피스텔 213호 (청라동)
일반음식점,기타,오로라커피호프,"인천광역시 서구 검단로487번길 6, 2층 일부호 (마전동) ", ,2025-06-26,2025-06-28 04:10:47,인천광역시 서구 검단로487번길 6/2층 (마전동)
일반음식점,호프/통닭,전기통닭,"인천광역시 미추홀구 염전로144번길 46, 1층 (도화동) ", ,2025-06-26,2025-06-28 04:10:42,인천광역시 미추홀구 염전로144번길 46/1층 (도화동)
일반음식점,일식,구월싱싱회종합어시장,"인천광역시 남동구 용천로 87, 흥인빌딩 1층 101호,102호 (구월동) ", ,2025-06-25,2025-07-13 04:12:44,인천광역시 남동구 용천로 87 흥인빌딩 1층 101호/102호 (구월동)
일반음식점,한식,울보리 쭈꾸미&보리칼국수,"인천광역시 서구 담지로86번길 5-5, 1층 일부호 (청라동) ", ,2025-06-25,2025-06-27 04:11:19,인천광역시 서구 담지로86번길 5-5/1층 (청라동)
일반음식점,횟집,서해바다,"인천광역시 부평구 세월천로 93, 1층 (청천동) ", ,2025-06-25,2025-06-27 04:11:16,인천광역시 부평구 세월천로 93/1층 (청천동)
일반음식점,일식,강태공,"인천광역시 남동구 논현로46번길 22, 코아루파크 B동 1층 118호 (논현동) ", ,2025-06-25,2025-06-27 04:11:08,인천광역시 남동구 논현로46번길 22 코아루파크 B동 1층 118호 (논현동)
일반음식점,한식,원조영양굴밥 은행나무집,"인천광역시 중구 마시란로 9, 1층 (덕교동) ", ,2025-06-25,2025-06-27 04:10:59,인천광역시 중구 마시란로 9/1층 (덕교동)
일반음식점,한식,사운드오브지짐,"인천광역시 연수구 테크노파크로 113, 프리스페이스 101호 (송도동) ", ,2025-06-25,2025-06-27 04:10:54,인천광역시 연수구 테크노파크로 113 프리스페이스 101호 (송도동)
일반음식점,한식,든든,"인천광역시 연수구 컨벤시아대로 90, 502동 지상1층 108호 (송도동, 인천송도힐스테이트) ", ,2025-06-25,2025-06-27 04:10:54,인천광역시 연수구 컨벤시아대로 90/502동 지상1층 108호 (송도동 인천송도힐스테이트)
일반음식점,한식,돗가비 불쭈꾸미 인천1호점,"인천광역시 미추홀구 매소홀로 262, 시티필드 2층 2009호 (학익동) ", ,2025-06-25,2025-06-27 04:10:54,인천광역시 미추홀구 매소홀로 262 시티필드 2층 2009호 (학익동)
일반음식점,한식,짱구네 김치,"인천광역시 미추홀구 인하로 152, 1층 우측호 (용현동) ", ,2025-06-25,2025-06-27 04:10:54,인천광역시 미추홀구 인하로 152/1층 우측호 (용현동)
일반음식점,한식,속초코다리냉면 인천공항제2여객터미널점,"인천광역시 중구 제2터미널대로 446, 인천국제공항제2여객터미널 교통센터 지하1층 한식소담길 (운서동) ", ,2025-06-24,2025-06-26 04:11:49,인천광역시 중구 제2터미널대로 446 인천국제공항제2여객터미널 교통센터 지하1층 한식소담길 (운서동)
일반음식점,한식,신포순대,"인천광역시 중구 제2터미널대로 446, 인천국제공항제2여객터미널 교통센터 지하1층 한식소담길 (운서동) ", ,2025-06-24,2025-06-26 04:11:49,인천광역시 중구 제2터미널대로 446 인천국제공항제2여객터미널 교통센터 지하1층 한식소담길 (운서동)
일반음식점,한식,전동집,"인천광역시 중구 제2터미널대로 446, 인천국제공항제2여객터미널 교통센터 지하1층 한식소담길 (운서동) ", ,2025-06-24,2025-06-26 04:11:49,인천광역시 중구 제2터미널대로 446 인천국제공항제2여객터미널 교통센터 지하1층 한식소담길 (운서동)
일반음식점,한식,수양꼬치,"인천광역시 중구 영종대로196번길 25, 1층 118,119호 (운서동) ", ,2025-06-24,2025-06-26 04:11:49,인천광역시 중구 영종대로196번길 25/1층 118/119호 (운서동)
일반음식점,식육(숯불구이),감사한계절,"인천광역시 중구 전소로 14, 1층 (운남동) ", ,2025-06-24,2025-06-26 04:11:49,인천광역시 중구 전소로 14/1층 (운남동)
일반음식점,한식,한옥집김치찜 인천공항제1터미널점,"인천광역시 중구 공항로 272, 인천국제공항 제1여객터미널 4층 (운서동) ",032-743-6673 ,2025-06-24,2025-07-10 04:12:33,인천광역시 중구 공항로 272 인천국제공항 제1여객터미널 4층 (운서동)
일반음식점,호프/통닭,오늘통닭(주안점),"인천광역시 미추홀구 주안로 136, 1층 115호 (주안동) ", ,2025-06-24,2025-06-26 04:11:30,인천광역시 미추홀구 주안로 136/1층 115호 (주안동)
일반음식점,한식,고고식당,"인천광역시 중구 서해대로 466, 지하1층 (신흥동2가) ", ,2025-06-24,2025-06-26 04:11:29,인천광역시 중구 서해대로 466 지하1층 (신흥동2가)
일반음식점,한식,한식소담길 인천공항 T2점,"인천광역시 중구 제2터미널대로 446, 인천국제공항제2여객터미널 교통센터 B1층 한식소담길 (운서동) ",032-743-9175 ,2025-06-24,2025-06-29 04:12:39,인천광역시 중구 제2터미널대로 446 인천국제공항제2여객터미널 교통센터 B1층 한식소담길 (운서동)
일반음식점,호프/통닭,간석동 포차,"인천광역시 남동구 백범로 333, 1층 일부(103호)호 (간석동) ", ,2025-06-24,2025-06-26 04:11:26,인천광역시 남동구 백범로 333/1층 (103호)호 (간석동)
일반음식점,중국식,푸바오 중화요리,"인천광역시 강화군 불은면 강화동로 560, 2동 ", ,2025-06-24,2025-06-26 04:11:12,인천광역시 강화군 불은면 강화동로 560/2동
일반음식점,기타,김군과샌디양,"인천광역시 계양구 계산천동로7번길 6, 1층 일부호 (계산동) ", ,2025-06-24,2025-06-26 04:10:52,인천광역시 계양구 계산천동로7번길 6/1층 (계산동)
일반음식점,호프/통닭,쌈빠닭강정,"인천광역시 계양구 안산로 41, 1층 일부호 (계산동) ", ,2025-06-24,2025-06-26 04:10:52,인천광역시 계양구 안산로 41/1층 (계산동)
일반음식점,한식,무화가족발,"인천광역시 서구 푸른로8번길 14, 1층 일부호 (청라동) ", ,2025-06-24,2025-06-26 04:10:51,인천광역시 서구 푸른로8번길 14/1층 (청라동)
일반음식점,한식,털보스테이크,"인천광역시 서구 발산로5번길 12, 인천검단 엔젤리움1차 윈팰리스, 802~803호 일부 (원당동) ", ,2025-06-24,2025-06-26 04:10:51,인천광역시 서구 발산로5번길 12 인천검단 엔젤리움1차 윈팰리스/802~803호 (원당동)
일반음식점,기타,구름한스푼,"인천광역시 서구 청라라임로122번길 5, 1층 일부호 (청라동) ", ,2025-06-24,2025-06-26 04:10:51,인천광역시 서구 청라라임로122번길 5/1층 (청라동)
일반음식점,한식,한옥집 김치찜 인천공항 제2터미널점,"인천광역시 중구 제2터미널대로 446, 인천국제공항제2여객터미널 교통센터 B1층 한식소담길 (운서동) ", ,2025-06-24,2025-06-26 04:10:51,인천광역시 중구 제2터미널대로 446 인천국제공항제2여객터미널 교통센터 B1층 한식소담길 (운서동)
일반음식점,한식,식객,"인천광역시 연수구 한나루로 151-12, 1층 (옥련동) ", ,2025-06-23,2025-06-25 04:11:22,인천광역시 연수구 한나루로 151-12/1층 (옥련동)
일반음식점,일식,타비지(tabiji),"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 지상1층 202동159호 (송도동) ", ,2025-06-23,2025-06-25 04:11:22,인천광역시 연수구 아트센터대로 131 커낼워크D2 SUMMER 지상1층 202동159호 (송도동)
일반음식점,경양식,브로드웨이,"인천광역시 연수구 함박로8번길 2, 지상1층 일부호 (연수동) ", ,2025-06-23,2025-06-25 04:11:22,인천광역시 연수구 함박로8번길 2 지상1층 (연수동)
일반음식점,한식,발산냉면,"인천광역시 계양구 하느재로 36-1, 1층 일부호 (계산동) ", ,2025-06-23,2025-06-25 04:11:22,인천광역시 계양구 하느재로 36-1/1층 (계산동)
일반음식점,한식,해송맛집,"인천광역시 부평구 부흥로327번길 30, 2층 (부평동) ", ,2025-06-23,2025-06-25 04:11:15,인천광역시 부평구 부흥로327번길 30/2층 (부평동)
일반음식점,기타,세트리스트(setlist),"인천광역시 부평구 경원대로1403번길 38-18, 3층 (부평동) ", ,2025-06-23,2025-06-25 04:11:15,인천광역시 부평구 경원대로1403번길 38-18/3층 (부평동)
일반음식점,한식,청불 천막집 부평점,"인천광역시 부평구 시장로20번길 16, 1, 2층 (부평동) ", ,2025-06-23,2025-06-25 04:11:15,인천광역시 부평구 시장로20번길 16/1/2층 (부평동)
일반음식점,한식,전하세,"인천광역시 부평구 부평대로282번길 31, 1층 일부 (갈산동) ", ,2025-06-23,2025-06-25 04:11:15,인천광역시 부평구 부평대로282번길 31/1층 (갈산동)
일반음식점,중국식,탕화쿵푸 신검단중앙역점,"인천광역시 서구 고산후로 222, 201호 (원당동) ", ,2025-06-23,2025-06-25 04:11:15,인천광역시 서구 고산후로 222/201호 (원당동)
일반음식점,한식,마장부속고기꼼장어(청라점),"인천광역시 서구 청라한내로100번길 8-28, 청라레이크봄 B12,B13호 (청라동) ", ,2025-06-23,2025-06-25 04:11:15,인천광역시 서구 청라한내로100번길 8-28 청라레이크봄 B12 B13호 (청라동)
일반음식점,중국식,라희희 마라탕,"인천광역시 서구 보석로 41, 청명프라자2 103호,104호 (청라동) ", ,2025-06-23,2025-06-25 04:11:10,인천광역시 서구 보석로 41 청명프라자2 103호/104호 (청라동)
일반음식점,중국식,파더앤손푸드,"인천광역시 서구 원당대로 671, 1층 일부호 (마전동) ", ,2025-06-23,2025-06-25 04:11:10,인천광역시 서구 원당대로 671/1층 (마전동)
일반음식점,기타,디저트 황,"인천광역시 서구 탁옥로 21, 영성상가 1층 일부호 (심곡동) ", ,2025-06-23,2025-06-25 04:11:10,인천광역시 서구 탁옥로 21 영성상가 1층 (심곡동)
